Dataset,Feature_Noise,Label_Noise,Model,C,k,Train Acc,Test Acc
breast_cancer,10%,15%,NaiveSVM,1.0,,0.7900466562986003,0.7763975155279503
breast_cancer,10%,15%,ProbSVM,1.0,,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,NaiveSVM,10.0,,0.7900466562986003,0.7763975155279503
breast_cancer,10%,15%,ProbSVM,10.0,,0.71850699844479,0.7329192546583851
breast_cancer,10%,15%,NaiveSVM,100.0,,0.7869362363919129,0.7763975155279503
breast_cancer,10%,15%,ProbSVM,100.0,,0.776049766718507,0.7701863354037267
breast_cancer,10%,15%,NaiveSVM,1000.0,,0.7480559875583204,0.7950310559006211
breast_cancer,10%,15%,ProbSVM,1000.0,,0.7884914463452566,0.7888198757763976
breast_cancer,10%,15%,NaiveSVM,10000.0,,0.6780715396578538,0.7453416149068323
breast_cancer,10%,15%,ProbSVM,10000.0,,0.7884914463452566,0.7950310559006211
breast_cancer,10%,15%,KNNSVM,0.1,3.0,0.7947122861586314,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply,0.1,3.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-multiply-minmax,0.1,3.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-average,0.1,3.0,0.7978227060653188,0.782608695652174
breast_cancer,10%,15%,SKiP-average-minmax,0.1,3.0,0.7978227060653188,0.782608695652174
breast_cancer,10%,15%,KNNSVM,0.1,5.0,0.7962674961119751,0.8012422360248447
breast_cancer,10%,15%,SKiP-multiply,0.1,5.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-multiply-minmax,0.1,5.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-average,0.1,5.0,0.7962674961119751,0.782608695652174
breast_cancer,10%,15%,SKiP-average-minmax,0.1,5.0,0.7962674961119751,0.782608695652174
breast_cancer,10%,15%,KNNSVM,0.1,7.0,0.8009331259720062,0.782608695652174
breast_cancer,10%,15%,SKiP-multiply,0.1,7.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-multiply-minmax,0.1,7.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-average,0.1,7.0,0.7978227060653188,0.782608695652174
breast_cancer,10%,15%,SKiP-average-minmax,0.1,7.0,0.7978227060653188,0.782608695652174
breast_cancer,10%,15%,KNNSVM,1.0,3.0,0.7978227060653188,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply,1.0,3.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-multiply-minmax,1.0,3.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-average,1.0,3.0,0.7993779160186625,0.7888198757763976
breast_cancer,10%,15%,SKiP-average-minmax,1.0,3.0,0.7978227060653188,0.7888198757763976
breast_cancer,10%,15%,KNNSVM,1.0,5.0,0.7993779160186625,0.7950310559006211
breast_cancer,10%,15%,SKiP-multiply,1.0,5.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-multiply-minmax,1.0,5.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-average,1.0,5.0,0.7978227060653188,0.7888198757763976
breast_cancer,10%,15%,SKiP-average-minmax,1.0,5.0,0.8009331259720062,0.7950310559006211
breast_cancer,10%,15%,KNNSVM,1.0,7.0,0.8009331259720062,0.8012422360248447
breast_cancer,10%,15%,SKiP-multiply,1.0,7.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-multiply-minmax,1.0,7.0,0.5692068429237948,0.5714285714285714
breast_cancer,10%,15%,SKiP-average,1.0,7.0,0.7978227060653188,0.7888198757763976
breast_cancer,10%,15%,SKiP-average-minmax,1.0,7.0,0.7978227060653188,0.7888198757763976
breast_cancer,10%,15%,KNNSVM,10.0,3.0,0.8055987558320373,0.7950310559006211
breast_cancer,10%,15%,SKiP-multiply,10.0,3.0,0.7076205287713841,0.7080745341614907
breast_cancer,10%,15%,SKiP-multiply-minmax,10.0,3.0,0.7060653188180405,0.7080745341614907
breast_cancer,10%,15%,SKiP-average,10.0,3.0,0.80248833592535,0.7950310559006211
breast_cancer,10%,15%,SKiP-average-minmax,10.0,3.0,0.8040435458786936,0.7888198757763976
breast_cancer,10%,15%,KNNSVM,10.0,5.0,0.8087091757387247,0.7950310559006211
breast_cancer,10%,15%,SKiP-multiply,10.0,5.0,0.7091757387247278,0.7204968944099379
breast_cancer,10%,15%,SKiP-multiply-minmax,10.0,5.0,0.7091757387247278,0.7204968944099379
breast_cancer,10%,15%,SKiP-average,10.0,5.0,0.80248833592535,0.7950310559006211
breast_cancer,10%,15%,SKiP-average-minmax,10.0,5.0,0.7993779160186625,0.7888198757763976
breast_cancer,10%,15%,KNNSVM,10.0,7.0,0.8040435458786936,0.7950310559006211
breast_cancer,10%,15%,SKiP-multiply,10.0,7.0,0.7013996889580093,0.7204968944099379
breast_cancer,10%,15%,SKiP-multiply-minmax,10.0,7.0,0.6998444790046656,0.7204968944099379
breast_cancer,10%,15%,SKiP-average,10.0,7.0,0.7993779160186625,0.8012422360248447
breast_cancer,10%,15%,SKiP-average-minmax,10.0,7.0,0.7978227060653188,0.8012422360248447
breast_cancer,10%,15%,KNNSVM,100.0,3.0,0.8055987558320373,0.782608695652174
breast_cancer,10%,15%,SKiP-multiply,100.0,3.0,0.7729393468118196,0.7701863354037267
breast_cancer,10%,15%,SKiP-multiply-minmax,100.0,3.0,0.7729393468118196,0.7701863354037267
breast_cancer,10%,15%,SKiP-average,100.0,3.0,0.8055987558320373,0.8012422360248447
breast_cancer,10%,15%,SKiP-average-minmax,100.0,3.0,0.8040435458786936,0.7950310559006211
breast_cancer,10%,15%,KNNSVM,100.0,5.0,0.776049766718507,0.7763975155279503
breast_cancer,10%,15%,SKiP-multiply,100.0,5.0,0.7729393468118196,0.7701863354037267
breast_cancer,10%,15%,SKiP-multiply-minmax,100.0,5.0,0.7713841368584758,0.7701863354037267
breast_cancer,10%,15%,SKiP-average,100.0,5.0,0.8055987558320373,0.7950310559006211
breast_cancer,10%,15%,SKiP-average-minmax,100.0,5.0,0.807153965785381,0.7950310559006211
breast_cancer,10%,15%,KNNSVM,100.0,7.0,0.8087091757387247,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply,100.0,7.0,0.7729393468118196,0.7701863354037267
breast_cancer,10%,15%,SKiP-multiply-minmax,100.0,7.0,0.7729393468118196,0.7701863354037267
breast_cancer,10%,15%,SKiP-average,100.0,7.0,0.8055987558320373,0.7763975155279503
breast_cancer,10%,15%,SKiP-average-minmax,100.0,7.0,0.8055987558320373,0.7763975155279503
breast_cancer,10%,15%,KNNSVM,1000.0,3.0,0.8040435458786936,0.7950310559006211
breast_cancer,10%,15%,SKiP-multiply,1000.0,3.0,0.7853810264385692,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply-minmax,1000.0,3.0,0.7853810264385692,0.782608695652174
breast_cancer,10%,15%,SKiP-average,1000.0,3.0,0.7978227060653188,0.8012422360248447
breast_cancer,10%,15%,SKiP-average-minmax,1000.0,3.0,0.7869362363919129,0.7577639751552795
breast_cancer,10%,15%,KNNSVM,1000.0,5.0,0.7682737169517885,0.7950310559006211
breast_cancer,10%,15%,SKiP-multiply,1000.0,5.0,0.7869362363919129,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply-minmax,1000.0,5.0,0.7869362363919129,0.7888198757763976
breast_cancer,10%,15%,SKiP-average,1000.0,5.0,0.7962674961119751,0.7515527950310559
breast_cancer,10%,15%,SKiP-average-minmax,1000.0,5.0,0.8149300155520995,0.7888198757763976
breast_cancer,10%,15%,KNNSVM,1000.0,7.0,0.7916018662519441,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply,1000.0,7.0,0.7884914463452566,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply-minmax,1000.0,7.0,0.7884914463452566,0.7888198757763976
breast_cancer,10%,15%,SKiP-average,1000.0,7.0,0.7682737169517885,0.7639751552795031
breast_cancer,10%,15%,SKiP-average-minmax,1000.0,7.0,0.76049766718507,0.7763975155279503
breast_cancer,10%,15%,KNNSVM,10000.0,3.0,0.7200622083981337,0.7639751552795031
breast_cancer,10%,15%,SKiP-multiply,10000.0,3.0,0.7900466562986003,0.8074534161490683
breast_cancer,10%,15%,SKiP-multiply-minmax,10000.0,3.0,0.7900466562986003,0.8074534161490683
breast_cancer,10%,15%,SKiP-average,10000.0,3.0,0.7698289269051322,0.7577639751552795
breast_cancer,10%,15%,SKiP-average-minmax,10000.0,3.0,0.7636080870917574,0.7329192546583851
breast_cancer,10%,15%,KNNSVM,10000.0,5.0,0.7465007776049767,0.7515527950310559
breast_cancer,10%,15%,SKiP-multiply,10000.0,5.0,0.7931570762052877,0.7950310559006211
breast_cancer,10%,15%,SKiP-multiply-minmax,10000.0,5.0,0.7931570762052877,0.7950310559006211
breast_cancer,10%,15%,SKiP-average,10000.0,5.0,0.7667185069984448,0.7204968944099379
breast_cancer,10%,15%,SKiP-average-minmax,10000.0,5.0,0.76049766718507,0.7577639751552795
breast_cancer,10%,15%,KNNSVM,10000.0,7.0,0.7993779160186625,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply,10000.0,7.0,0.7962674961119751,0.7888198757763976
breast_cancer,10%,15%,SKiP-multiply-minmax,10000.0,7.0,0.7962674961119751,0.7888198757763976
breast_cancer,10%,15%,SKiP-average,10000.0,7.0,0.7262830482115086,0.7577639751552795
breast_cancer,10%,15%,SKiP-average-minmax,10000.0,7.0,0.76049766718507,0.7763975155279503
breast_cancer,10%,20%,NaiveSVM,0.1,,0.7465007776049767,0.7453416149068323
breast_cancer,10%,20%,ProbSVM,0.1,,0.5567651632970451,0.5590062111801242
breast_cancer,10%,20%,NaiveSVM,1.0,,0.7480559875583204,0.7515527950310559
breast_cancer,10%,20%,ProbSVM,1.0,,0.5629860031104199,0.5590062111801242
breast_cancer,10%,20%,NaiveSVM,10.0,,0.7511664074650077,0.7515527950310559
breast_cancer,10%,20%,ProbSVM,10.0,,0.7045101088646968,0.7267080745341615
breast_cancer,10%,20%,NaiveSVM,100.0,,0.7511664074650077,0.7577639751552795
breast_cancer,10%,20%,ProbSVM,100.0,,0.7169517884914464,0.7391304347826086
breast_cancer,10%,20%,NaiveSVM,1000.0,,0.6656298600311042,0.6273291925465838
breast_cancer,10%,20%,ProbSVM,1000.0,,0.7200622083981337,0.7391304347826086
breast_cancer,10%,20%,NaiveSVM,10000.0,,0.6842923794712286,0.6956521739130435
breast_cancer,10%,20%,ProbSVM,10000.0,,0.7045101088646968,0.7142857142857143
breast_cancer,10%,20%,KNNSVM,0.1,3.0,0.744945567651633,0.7639751552795031
breast_cancer,10%,20%,SKiP-multiply,0.1,3.0,0.5567651632970451,0.5590062111801242
breast_cancer,10%,20%,SKiP-multiply-minmax,0.1,3.0,0.5567651632970451,0.5590062111801242
breast_cancer,10%,20%,SKiP-average,0.1,3.0,0.7418351477449455,0.7701863354037267
breast_cancer,10%,20%,SKiP-average-minmax,0.1,3.0,0.7418351477449455,0.7701863354037267
breast_cancer,10%,20%,KNNSVM,0.1,5.0,0.744945567651633,0.7577639751552795
breast_cancer,10%,20%,SKiP-multiply,0.1,5.0,0.5567651632970451,0.5590062111801242
breast_cancer,10%,20%,SKiP-multiply-minmax,0.1,5.0,0.5567651632970451,0.5590062111801242
breast_cancer,10%,20%,SKiP-average,0.1,5.0,0.7402799377916018,0.7577639751552795
breast_cancer,10%,20%,SKiP-average-minmax,0.1,5.0,0.7402799377916018,0.7577639751552795
breast_cancer,10%,20%,KNNSVM,0.1,7.0,0.7433903576982893,0.7577639751552795
breast_cancer,10%,20%,SKiP-multiply,0.1,7.0,0.5567651632970451,0.5590062111801242
breast_cancer,10%,20%,SKiP-multiply-minmax,0.1,7.0,0.5567651632970451,0.5590062111801242
breast_cancer,10%,20%,SKiP-average,0.1,7.0,0.7418351477449455,0.7577639751552795
breast_cancer,10%,20%,SKiP-average-minmax,0.1,7.0,0.7418351477449455,0.7577639751552795
breast_cancer,10%,20%,KNNSVM,1.0,3.0,0.749611197511664,0.7639751552795031
breast_cancer,10%,20%,SKiP-multiply,1.0,3.0,0.5598755832037325,0.5590062111801242
breast_cancer,10%,20%,SKiP-multiply-minmax,1.0,3.0,0.5598755832037325,0.5590062111801242
breast_cancer,10%,20%,SKiP-average,1.0,3.0,0.7480559875583204,0.7453416149068323
breast_cancer,10%,20%,SKiP-average-minmax,1.0,3.0,0.7480559875583204,0.7453416149068323
breast_cancer,10%,20%,KNNSVM,1.0,5.0,0.7402799377916018,0.7577639751552795
breast_cancer,10%,20%,SKiP-multiply,1.0,5.0,0.5598755832037325,0.5590062111801242
breast_cancer,10%,20%,SKiP-multiply-minmax,1.0,5.0,0.5598755832037325,0.5590062111801242
breast_cancer,10%,20%,SKiP-average,1.0,5.0,0.7433903576982893,0.7515527950310559
breast_cancer,10%,20%,SKiP-average-minmax,1.0,5.0,0.7433903576982893,0.7515527950310559
breast_cancer,10%,20%,KNNSVM,1.0,7.0,0.7480559875583204,0.7639751552795031
breast_cancer,10%,20%,SKiP-multiply,1.0,7.0,0.5614307931570762,0.5590062111801242
breast_cancer,10%,20%,SKiP-multiply-minmax,1.0,7.0,0.5614307931570762,0.5590062111801242
breast_cancer,10%,20%,SKiP-average,1.0,7.0,0.744945567651633,0.7639751552795031
breast_cancer,10%,20%,SKiP-average-minmax,1.0,7.0,0.744945567651633,0.7639751552795031
breast_cancer,10%,20%,KNNSVM,10.0,3.0,0.76049766718507,0.7701863354037267
breast_cancer,10%,20%,SKiP-multiply,10.0,3.0,0.6982892690513219,0.7204968944099379
breast_cancer,10%,20%,SKiP-multiply-minmax,10.0,3.0,0.6982892690513219,0.7204968944099379
breast_cancer,10%,20%,SKiP-average,10.0,3.0,0.7573872472783826,0.7639751552795031
breast_cancer,10%,20%,SKiP-average-minmax,10.0,3.0,0.7573872472783826,0.7701863354037267
breast_cancer,10%,20%,KNNSVM,10.0,5.0,0.7418351477449455,0.7453416149068323
breast_cancer,10%,20%,SKiP-multiply,10.0,5.0,0.6982892690513219,0.7204968944099379
breast_cancer,10%,20%,SKiP-multiply-minmax,10.0,5.0,0.6982892690513219,0.7204968944099379
breast_cancer,10%,20%,SKiP-average,10.0,5.0,0.7558320373250389,0.7515527950310559
breast_cancer,10%,20%,SKiP-average-minmax,10.0,5.0,0.7558320373250389,0.7515527950310559
breast_cancer,10%,20%,KNNSVM,10.0,7.0,0.7589424572317263,0.7515527950310559
breast_cancer,10%,20%,SKiP-multiply,10.0,7.0,0.6982892690513219,0.7204968944099379
breast_cancer,10%,20%,SKiP-multiply-minmax,10.0,7.0,0.6982892690513219,0.7204968944099379
breast_cancer,10%,20%,SKiP-average,10.0,7.0,0.7667185069984448,0.7639751552795031
breast_cancer,10%,20%,SKiP-average-minmax,10.0,7.0,0.7667185069984448,0.7639751552795031
breast_cancer,10%,20%,KNNSVM,100.0,3.0,0.7433903576982893,0.7329192546583851
breast_cancer,10%,20%,SKiP-multiply,100.0,3.0,0.7076205287713841,0.7267080745341615
breast_cancer,10%,20%,SKiP-multiply-minmax,100.0,3.0,0.7076205287713841,0.7267080745341615
breast_cancer,10%,20%,SKiP-average,100.0,3.0,0.7558320373250389,0.7515527950310559
breast_cancer,10%,20%,SKiP-average-minmax,100.0,3.0,0.7542768273716952,0.7515527950310559
breast_cancer,10%,20%,KNNSVM,100.0,5.0,0.7542768273716952,0.7515527950310559
breast_cancer,10%,20%,SKiP-multiply,100.0,5.0,0.7060653188180405,0.7267080745341615
breast_cancer,10%,20%,SKiP-multiply-minmax,100.0,5.0,0.7060653188180405,0.7267080745341615
breast_cancer,10%,20%,SKiP-average,100.0,5.0,0.7558320373250389,0.7453416149068323
breast_cancer,10%,20%,SKiP-average-minmax,100.0,5.0,0.7558320373250389,0.7453416149068323
breast_cancer,10%,20%,KNNSVM,100.0,7.0,0.76049766718507,0.7515527950310559
breast_cancer,10%,20%,SKiP-multiply,100.0,7.0,0.7045101088646968,0.7391304347826086
breast_cancer,10%,20%,SKiP-multiply-minmax,100.0,7.0,0.7045101088646968,0.7391304347826086
breast_cancer,10%,20%,SKiP-average,100.0,7.0,0.7527216174183515,0.7515527950310559
breast_cancer,10%,20%,SKiP-average-minmax,100.0,7.0,0.7682737169517885,0.7577639751552795
breast_cancer,10%,20%,KNNSVM,1000.0,3.0,0.7465007776049767,0.7577639751552795
breast_cancer,10%,20%,SKiP-multiply,1000.0,3.0,0.7216174183514774,0.7329192546583851
breast_cancer,10%,20%,SKiP-multiply-minmax,1000.0,3.0,0.7231726283048211,0.7329192546583851
breast_cancer,10%,20%,SKiP-average,1000.0,3.0,0.749611197511664,0.7515527950310559
breast_cancer,10%,20%,SKiP-average-minmax,1000.0,3.0,0.7480559875583204,0.7515527950310559
breast_cancer,10%,20%,KNNSVM,1000.0,5.0,0.744945567651633,0.7204968944099379
breast_cancer,10%,20%,SKiP-multiply,1000.0,5.0,0.7262830482115086,0.7267080745341615
breast_cancer,10%,20%,SKiP-multiply-minmax,1000.0,5.0,0.7262830482115086,0.7267080745341615
breast_cancer,10%,20%,SKiP-average,1000.0,5.0,0.7418351477449455,0.7142857142857143
breast_cancer,10%,20%,SKiP-average-minmax,1000.0,5.0,0.7418351477449455,0.7329192546583851
breast_cancer,10%,20%,KNNSVM,1000.0,7.0,0.7465007776049767,0.7577639751552795
breast_cancer,10%,20%,SKiP-multiply,1000.0,7.0,0.7262830482115086,0.7267080745341615
breast_cancer,10%,20%,SKiP-multiply-minmax,1000.0,7.0,0.7247278382581649,0.7267080745341615
breast_cancer,10%,20%,SKiP-average,1000.0,7.0,0.7573872472783826,0.7453416149068323
breast_cancer,10%,20%,SKiP-average-minmax,1000.0,7.0,0.7558320373250389,0.7515527950310559
breast_cancer,10%,20%,KNNSVM,10000.0,3.0,0.6360808709175739,0.639751552795031
breast_cancer,10%,20%,SKiP-multiply,10000.0,3.0,0.7216174183514774,0.7142857142857143
breast_cancer,10%,20%,SKiP-multiply-minmax,10000.0,3.0,0.7216174183514774,0.7142857142857143
breast_cancer,10%,20%,SKiP-average,10000.0,3.0,0.7153965785381027,0.7142857142857143
breast_cancer,10%,20%,SKiP-average-minmax,10000.0,3.0,0.71850699844479,0.7329192546583851
breast_cancer,10%,20%,KNNSVM,10000.0,5.0,0.7418351477449455,0.7267080745341615
breast_cancer,10%,20%,SKiP-multiply,10000.0,5.0,0.7278382581648523,0.7080745341614907
breast_cancer,10%,20%,SKiP-multiply-minmax,10000.0,5.0,0.7325038880248833,0.7080745341614907
breast_cancer,10%,20%,SKiP-average,10000.0,5.0,0.7200622083981337,0.7267080745341615
breast_cancer,10%,20%,SKiP-average-minmax,10000.0,5.0,0.7262830482115086,0.7267080745341615
breast_cancer,10%,20%,KNNSVM,10000.0,7.0,0.7091757387247278,0.7453416149068323
breast_cancer,10%,20%,SKiP-multiply,10000.0,7.0,0.7045101088646968,0.7018633540372671
breast_cancer,10%,20%,SKiP-multiply-minmax,10000.0,7.0,0.7013996889580093,0.6708074534161491
breast_cancer,10%,20%,SKiP-average,10000.0,7.0,0.7340590979782271,0.7515527950310559
breast_cancer,10%,20%,SKiP-average-minmax,10000.0,7.0,0.7418351477449455,0.7453416149068323
breast_cancer,15%,0%,NaiveSVM,0.1,,0.9024725274725275,0.8901098901098901
breast_cancer,15%,0%,ProbSVM,0.1,,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,NaiveSVM,1.0,,0.9038461538461539,0.8791208791208791
breast_cancer,15%,0%,ProbSVM,1.0,,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,NaiveSVM,10.0,,0.9010989010989011,0.8791208791208791
breast_cancer,15%,0%,ProbSVM,10.0,,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,NaiveSVM,100.0,,0.8997252747252747,0.8791208791208791
breast_cancer,15%,0%,ProbSVM,100.0,,0.592032967032967,0.5934065934065934
breast_cancer,15%,0%,NaiveSVM,1000.0,,0.8379120879120879,0.8626373626373627
breast_cancer,15%,0%,ProbSVM,1000.0,,0.7802197802197802,0.8076923076923077
breast_cancer,15%,0%,NaiveSVM,10000.0,,0.8543956043956044,0.8681318681318682
breast_cancer,15%,0%,ProbSVM,10000.0,,0.8461538461538461,0.8626373626373627
breast_cancer,15%,0%,KNNSVM,0.1,3.0,0.8997252747252747,0.8846153846153846
breast_cancer,15%,0%,SKiP-multiply,0.1,3.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,0.1,3.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,0.1,3.0,0.8997252747252747,0.8901098901098901
breast_cancer,15%,0%,SKiP-average-minmax,0.1,3.0,0.8997252747252747,0.8901098901098901
breast_cancer,15%,0%,KNNSVM,0.1,5.0,0.9010989010989011,0.8901098901098901
breast_cancer,15%,0%,SKiP-multiply,0.1,5.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,0.1,5.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,0.1,5.0,0.8983516483516484,0.8956043956043956
breast_cancer,15%,0%,SKiP-average-minmax,0.1,5.0,0.8983516483516484,0.8956043956043956
breast_cancer,15%,0%,KNNSVM,0.1,7.0,0.9010989010989011,0.8901098901098901
breast_cancer,15%,0%,SKiP-multiply,0.1,7.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,0.1,7.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,0.1,7.0,0.8983516483516484,0.8956043956043956
breast_cancer,15%,0%,SKiP-average-minmax,0.1,7.0,0.8983516483516484,0.8956043956043956
breast_cancer,15%,0%,KNNSVM,1.0,3.0,0.9024725274725275,0.8846153846153846
breast_cancer,15%,0%,SKiP-multiply,1.0,3.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,1.0,3.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,1.0,3.0,0.9010989010989011,0.8681318681318682
breast_cancer,15%,0%,SKiP-average-minmax,1.0,3.0,0.9010989010989011,0.8681318681318682
breast_cancer,15%,0%,KNNSVM,1.0,5.0,0.8983516483516484,0.8681318681318682
breast_cancer,15%,0%,SKiP-multiply,1.0,5.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,1.0,5.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,1.0,5.0,0.8983516483516484,0.8736263736263736
breast_cancer,15%,0%,SKiP-average-minmax,1.0,5.0,0.8983516483516484,0.8736263736263736
breast_cancer,15%,0%,KNNSVM,1.0,7.0,0.9038461538461539,0.8736263736263736
breast_cancer,15%,0%,SKiP-multiply,1.0,7.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,1.0,7.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,1.0,7.0,0.8983516483516484,0.8681318681318682
breast_cancer,15%,0%,SKiP-average-minmax,1.0,7.0,0.8983516483516484,0.8681318681318682
breast_cancer,15%,0%,KNNSVM,10.0,3.0,0.8942307692307693,0.8736263736263736
breast_cancer,15%,0%,SKiP-multiply,10.0,3.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,10.0,3.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,10.0,3.0,0.9148351648351648,0.8791208791208791
breast_cancer,15%,0%,SKiP-average-minmax,10.0,3.0,0.9148351648351648,0.8736263736263736
breast_cancer,15%,0%,KNNSVM,10.0,5.0,0.9134615384615384,0.8791208791208791
breast_cancer,15%,0%,SKiP-multiply,10.0,5.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,10.0,5.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,10.0,5.0,0.9162087912087912,0.8736263736263736
breast_cancer,15%,0%,SKiP-average-minmax,10.0,5.0,0.9162087912087912,0.8736263736263736
breast_cancer,15%,0%,KNNSVM,10.0,7.0,0.8983516483516484,0.8736263736263736
breast_cancer,15%,0%,SKiP-multiply,10.0,7.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-multiply-minmax,10.0,7.0,0.5879120879120879,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,10.0,7.0,0.9162087912087912,0.8736263736263736
breast_cancer,15%,0%,SKiP-average-minmax,10.0,7.0,0.9162087912087912,0.8736263736263736
breast_cancer,15%,0%,KNNSVM,100.0,3.0,0.9162087912087912,0.8791208791208791
breast_cancer,15%,0%,SKiP-multiply,100.0,3.0,0.592032967032967,0.5934065934065934
breast_cancer,15%,0%,SKiP-multiply-minmax,100.0,3.0,0.592032967032967,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,100.0,3.0,0.907967032967033,0.8846153846153846
breast_cancer,15%,0%,SKiP-average-minmax,100.0,3.0,0.9120879120879121,0.8846153846153846
breast_cancer,15%,0%,KNNSVM,100.0,5.0,0.9148351648351648,0.8736263736263736
breast_cancer,15%,0%,SKiP-multiply,100.0,5.0,0.592032967032967,0.5934065934065934
breast_cancer,15%,0%,SKiP-multiply-minmax,100.0,5.0,0.592032967032967,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,100.0,5.0,0.9038461538461539,0.8736263736263736
breast_cancer,15%,0%,SKiP-average-minmax,100.0,5.0,0.9038461538461539,0.8736263736263736
breast_cancer,15%,0%,KNNSVM,100.0,7.0,0.8983516483516484,0.8736263736263736
breast_cancer,15%,0%,SKiP-multiply,100.0,7.0,0.592032967032967,0.5934065934065934
breast_cancer,15%,0%,SKiP-multiply-minmax,100.0,7.0,0.592032967032967,0.5879120879120879
breast_cancer,15%,0%,SKiP-average,100.0,7.0,0.9189560439560439,0.8681318681318682
breast_cancer,15%,0%,SKiP-average-minmax,100.0,7.0,0.9189560439560439,0.8681318681318682
breast_cancer,15%,0%,KNNSVM,1000.0,3.0,0.9134615384615384,0.8736263736263736
breast_cancer,15%,0%,SKiP-multiply,1000.0,3.0,0.7857142857142857,0.8131868131868132
breast_cancer,15%,0%,SKiP-multiply-minmax,1000.0,3.0,0.7733516483516484,0.8021978021978022
breast_cancer,15%,0%,SKiP-average,1000.0,3.0,0.9120879120879121,0.8791208791208791
breast_cancer,15%,0%,SKiP-average-minmax,1000.0,3.0,0.9107142857142857,0.8791208791208791
breast_cancer,15%,0%,KNNSVM,1000.0,5.0,0.9093406593406593,0.8791208791208791
breast_cancer,15%,0%,SKiP-multiply,1000.0,5.0,0.7815934065934066,0.8131868131868132
breast_cancer,15%,0%,SKiP-multiply-minmax,1000.0,5.0,0.7733516483516484,0.8021978021978022
breast_cancer,15%,0%,SKiP-average,1000.0,5.0,0.9148351648351648,0.8626373626373627
breast_cancer,15%,0%,SKiP-average-minmax,1000.0,5.0,0.907967032967033,0.8626373626373627
breast_cancer,15%,0%,KNNSVM,1000.0,7.0,0.9093406593406593,0.8791208791208791
breast_cancer,15%,0%,SKiP-multiply,1000.0,7.0,0.782967032967033,0.8131868131868132
breast_cancer,15%,0%,SKiP-multiply-minmax,1000.0,7.0,0.7747252747252747,0.8021978021978022
breast_cancer,15%,0%,SKiP-average,1000.0,7.0,0.6607142857142857,0.6868131868131868
breast_cancer,15%,0%,SKiP-average-minmax,1000.0,7.0,0.6607142857142857,0.6868131868131868
breast_cancer,15%,0%,KNNSVM,10000.0,3.0,0.8392857142857143,0.8681318681318682
